recordno,street,city,zip,state,email,birth_date,telno,ssn
365,MASKED,MASKED,95832,CA,henry@gmail.com,09/19/1970,116100,
366,MASKED,MASKED,95660,CA,henry@gmail.com,09/19/1970,119250,
367,MASKED,MASKED,95828,CA,steve@outlook.com,09/19/1970,120000,
368,MASKED,MASKED,95820,CA,henry@gmail.com,09/19/1970,120000,
369,MASKED,MASKED,95834,CA,corbett@hotmail.com,09/19/1970,120000,
370,MASKED,MASKED,95823,CA,henry@gmail.com,09/19/1970,120108,
371,MASKED,MASKED,95823,CA,henry@gmail.com,09/19/1970,121500,
372,MASKED,MASKED,95815,CA,henry@gmail.com,09/19/1970,121725,
373,MASKED,MASKED,95632,CA,henry@gmail.com,09/19/1970,122000,
374,MASKED,MASKED,95822,CA,henry@gmail.com,09/19/1970,123000,
375,MASKED,MASKED,95825,CA,henry@gmail.com,09/19/1970,125000,
376,MASKED,MASKED,95833,CA,henry@gmail.com,09/19/1970,125573,
377,MASKED,MASKED,95626,CA,henry@gmail.com,09/19/1970,126714,
378,MASKED,MASKED,95826,CA,corbett@hotmail.com,09/19/1970,126960,
379,MASKED,MASKED,95678,CA,corbett@hotmail.com,09/19/1970,127000,
380,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,127500,
381,MASKED,MASKED,95660,CA,henry@gmail.com,09/19/1970,130000,
382,MASKED,MASKED,95824,CA,henry@gmail.com,09/19/1970,133105,
383,MASKED,MASKED,95673,CA,henry@gmail.com,09/19/1970,136500,
384,MASKED,MASKED,95608,CA,corbett@hotmail.com,09/19/1970,139500,
385,MASKED,MASKED,95626,CA,henry@gmail.com,09/19/1970,140000,
386,MASKED,MASKED,95832,CA,henry@gmail.com,09/19/1970,140800,
387,MASKED,MASKED,95822,CA,henry@gmail.com,09/19/1970,145000,
388,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,147000,
389,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,149600,
390,MASKED,MASKED,95820,CA,henry@gmail.com,09/19/1970,150000,
391,MASKED,MASKED,95747,CA,corbett@hotmail.com,09/19/1970,150000,
392,MASKED,MASKED,95822,CA,henry@gmail.com,09/19/1970,150000,
393,MASKED,MASKED,95823,CA,henry@gmail.com,09/19/1970,155000,
394,MASKED,MASKED,95838,CA,henry@gmail.com,09/19/1970,155435,
395,MASKED,MASKED,95838,CA,henry@gmail.com,09/19/1970,155500,
396,MASKED,MASKED,95621,CA,henry@gmail.com,09/19/1970,158000,
397,MASKED,MASKED,95660,CA,henry@gmail.com,09/19/1970,158000,
398,MASKED,MASKED,95823,CA,henry@gmail.com,09/19/1970,160000,
399,MASKED,MASKED,95678,CA,henry@gmail.com,09/19/1970,160000,
400,MASKED,MASKED,95621,CA,henry@gmail.com,09/19/1970,164000,
401,MASKED,MASKED,95673,CA,henry@gmail.com,09/19/1970,164000,
402,MASKED,MASKED,95758,CA,henry@gmail.com,09/19/1970,165000,
403,MASKED,MASKED,95632,CA,henry@gmail.com,09/19/1970,167000,
404,MASKED,MASKED,95621,CA,henry@gmail.com,09/19/1970,167293,
405,MASKED,MASKED,95621,CA,henry@gmail.com,09/19/1970,167293,
406,MASKED,MASKED,95820,CA,henry@gmail.com,09/19/1970,168000,
407,MASKED,MASKED,95842,CA,henry@gmail.com,09/19/1970,170000,
408,MASKED,MASKED,95833,CA,henry@gmail.com,09/19/1970,170000,
409,MASKED,MASKED,95827,CA,henry@gmail.com,09/19/1970,170000,
410,MASKED,MASKED,95632,CA,henry@gmail.com,09/19/1970,174000,
411,MASKED,MASKED,95841,CA,henry@gmail.com,09/19/1970,178000,
412,MASKED,MASKED,95823,CA,henry@gmail.com,09/19/1970,180000,
413,MASKED,MASKED,95826,CA,henry@gmail.com,09/19/1970,180000,
414,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,180000,
415,MASKED,MASKED,95608,CA,corbett@hotmail.com,09/19/1970,182000,
416,MASKED,MASKED,95661,CA,henry@gmail.com,09/19/1970,188325,
417,MASKED,MASKED,95747,CA,henry@gmail.com,09/19/1970,191500,
418,MASKED,MASKED,95838,CA,henry@gmail.com,09/19/1970,192000,
419,MASKED,MASKED,95621,CA,henry@gmail.com,09/19/1970,192700,
420,MASKED,MASKED,95826,CA,henry@gmail.com,09/19/1970,195000,
421,MASKED,MASKED,95838,CA,henry@gmail.com,09/19/1970,197654,
422,MASKED,MASKED,95842,CA,henry@gmail.com,09/19/1970,198000,
423,MASKED,MASKED,95823,CA,henry@gmail.com,09/19/1970,200345,
424,MASKED,MASKED,95864,CA,henry@gmail.com,09/19/1970,203000,
425,MASKED,MASKED,95841,CA,henry@gmail.com,09/19/1970,207000,
426,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,208000,
427,MASKED,MASKED,95758,CA,henry@gmail.com,09/19/1970,210000,
428,MASKED,MASKED,95621,CA,henry@gmail.com,09/19/1970,212000,
429,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,213675,
430,MASKED,MASKED,95758,CA,henry@gmail.com,09/19/1970,213697,
431,MASKED,MASKED,95833,CA,henry@gmail.com,09/19/1970,215000,
432,MASKED,MASKED,95816,CA,henry@gmail.com,09/19/1970,215000,
433,MASKED,MASKED,95678,CA,henry@gmail.com,09/19/1970,215100,
434,MASKED,MASKED,95678,CA,henry@gmail.com,09/19/1970,217500,
435,MASKED,MASKED,95838,CA,henry@gmail.com,09/19/1970,218000,
436,MASKED,MASKED,95831,CA,henry@gmail.com,09/19/1970,220000,
437,MASKED,MASKED,95758,CA,henry@gmail.com,09/19/1970,221000,
438,MASKED,MASKED,95624,CA,henry@gmail.com,09/19/1970,222900,
439,MASKED,MASKED,95843,CA,henry@gmail.com,09/19/1970,223139,
440,MASKED,MASKED,95632,CA,henry@gmail.com,09/19/1970,225500,
441,MASKED,MASKED,95820,CA,henry@gmail.com,09/19/1970,228327,
442,MASKED,MASKED,95833,CA,henry@gmail.com,09/19/1970,230000,
443,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,230000,
444,MASKED,MASKED,95841,CA,corbett@hotmail.com,09/19/1970,230522,
445,MASKED,MASKED,95843,CA,henry@gmail.com,09/19/1970,231200,
446,MASKED,MASKED,95831,CA,henry@gmail.com,09/19/1970,232000,
447,MASKED,MASKED,95834,CA,corbett@hotmail.com,09/19/1970,232500,
448,MASKED,MASKED,95822,CA,henry@gmail.com,09/19/1970,233641,
449,MASKED,MASKED,95843,CA,henry@gmail.com,09/19/1970,234000,
450,MASKED,MASKED,95831,CA,henry@gmail.com,09/19/1970,234500,
451,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,235000,
452,MASKED,MASKED,95670,CA,steve@outlook.com,09/19/1970,236000,
453,MASKED,MASKED,95630,CA,henry@gmail.com,09/19/1970,236073,
454,MASKED,MASKED,95835,CA,corbett@hotmail.com,09/19/1970,238000,
455,MASKED,MASKED,95632,CA,henry@gmail.com,09/19/1970,238861,
456,MASKED,MASKED,95843,CA,henry@gmail.com,09/19/1970,239700,
457,MASKED,MASKED,95829,CA,henry@gmail.com,09/19/1970,240000,
458,MASKED,MASKED,95834,CA,henry@gmail.com,09/19/1970,240000,
459,MASKED,MASKED,95758,CA,henry@gmail.com,09/19/1970,241000,
460,MASKED,MASKED,95823,CA,henry@gmail.com,09/19/1970,245000,
461,MASKED,MASKED,95833,CA,henry@gmail.com,09/19/1970,246000,
462,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,247234,
463,MASKED,MASKED,95673,CA,henry@gmail.com,09/19/1970,247480,
464,MASKED,MASKED,95673,CA,henry@gmail.com,09/19/1970,249862,
465,MASKED,MASKED,95835,CA,henry@gmail.com,09/19/1970,251000,
466,MASKED,MASKED,95662,CA,henry@gmail.com,09/19/1970,252155,
467,MASKED,MASKED,95843,CA,henry@gmail.com,09/19/1970,254172,
468,MASKED,MASKED,95624,CA,henry@gmail.com,09/19/1970,258000,
469,MASKED,MASKED,95603,CA,corbett@hotmail.com,09/19/1970,260000,
470,MASKED,MASKED,95758,CA,henry@gmail.com,09/19/1970,261000,
471,MASKED,MASKED,95835,CA,henry@gmail.com,09/19/1970,261000,
472,MASKED,MASKED,95835,CA,henry@gmail.com,09/19/1970,261000,
473,MASKED,MASKED,95762,CA,henry@gmail.com,09/19/1970,262500,
474,MASKED,MASKED,95742,CA,henry@gmail.com,09/19/1970,266000,
475,MASKED,MASKED,95608,CA,henry@gmail.com,09/19/1970,266000,
476,MASKED,MASKED,95757,CA,henry@gmail.com,09/19/1970,270000,
477,MASKED,MASKED,95757,CA,henry@gmail.com,09/19/1970,274425,
478,MASKED,MASKED,95765,CA,henry@gmail.com,09/19/1970,274500,
479,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,275336,
480,MASKED,MASKED,95835,CA,henry@gmail.com,09/19/1970,277980,
481,MASKED,MASKED,95632,CA,henry@gmail.com,09/19/1970,280000,
482,MASKED,MASKED,95814,CA,henry@gmail.com,09/19/1970,284686,
483,MASKED,MASKED,95621,CA,henry@gmail.com,09/19/1970,284893,
484,MASKED,MASKED,95677,CA,henry@gmail.com,09/19/1970,285000,
485,MASKED,MASKED,95603,CA,steve@outlook.com,09/19/1970,285000,
486,MASKED,MASKED,95608,CA,henry@gmail.com,09/19/1970,285000,
487,MASKED,MASKED,95623,CA,henry@gmail.com,09/19/1970,289000,
488,MASKED,MASKED,95832,CA,henry@gmail.com,09/19/1970,295000,
489,MASKED,MASKED,95758,CA,henry@gmail.com,09/19/1970,296000,
490,MASKED,MASKED,95670,CA,henry@gmail.com,09/19/1970,296056,
491,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,297359,
492,MASKED,MASKED,95823,CA,henry@gmail.com,09/19/1970,299940,
493,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,304000,
494,MASKED,MASKED,95670,CA,henry@gmail.com,09/19/1970,305000,
495,MASKED,MASKED,95747,CA,henry@gmail.com,09/19/1970,307000,
496,MASKED,MASKED,95835,CA,henry@gmail.com,09/19/1970,311328,
497,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,313138,
498,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,316630,
499,MASKED,MASKED,95758,CA,henry@gmail.com,09/19/1970,320000,
500,MASKED,MASKED,95843,CA,henry@gmail.com,09/19/1970,320000,
501,MASKED,MASKED,95843,CA,henry@gmail.com,09/19/1970,325000,
502,MASKED,MASKED,95834,CA,henry@gmail.com,09/19/1970,328578,
503,MASKED,MASKED,95757,CA,henry@gmail.com,09/19/1970,331000,
504,MASKED,MASKED,95742,CA,henry@gmail.com,09/19/1970,331500,
505,MASKED,MASKED,95833,CA,henry@gmail.com,09/19/1970,340000,
506,MASKED,MASKED,95838,CA,henry@gmail.com,09/19/1970,344755,
507,MASKED,MASKED,95828,CA,henry@gmail.com,09/19/1970,345746,
508,MASKED,MASKED,95757,CA,henry@gmail.com,09/19/1970,351000,
509,MASKED,MASKED,95632,CA,henry@gmail.com,09/19/1970,353767,
510,MASKED,MASKED,95632,CA,henry@gmail.com,09/19/1970,355000,
511,MASKED,MASKED,95835,CA,henry@gmail.com,09/19/1970,356035,
512,MASKED,MASKED,95816,CA,corbett@hotmail.com,09/19/1970,360000,
513,MASKED,MASKED,95835,CA,henry@gmail.com,09/19/1970,360552,
514,MASKED,MASKED,95835,CA,henry@gmail.com,09/19/1970,362305,
515,MASKED,MASKED,95817,CA,henry@gmail.com,09/19/1970,365000,
516,MASKED,MASKED,95678,CA,henry@gmail.com,09/19/1970,367554,
517,MASKED,MASKED,95747,CA,henry@gmail.com,09/19/1970,368500,
518,MASKED,MASKED,95765,CA,henry@gmail.com,09/19/1970,370000,
519,MASKED,MASKED,95667,CA,henry@gmail.com,09/19/1970,371086,
520,MASKED,MASKED,95757,CA,henry@gmail.com,09/19/1970,378000,
521,MASKED,MASKED,95757,CA,henry@gmail.com,09/19/1970,383000,
522,MASKED,MASKED,95818,CA,henry@gmail.com,09/19/1970,388000,
523,MASKED,MASKED,95742,CA,henry@gmail.com,09/19/1970,395100,
524,MASKED,MASKED,95819,CA,henry@gmail.com,09/19/1970,400000,
525,MASKED,MASKED,95762,CA,henry@gmail.com,09/19/1970,400000,
526,MASKED,MASKED,95843,CA,henry@gmail.com,09/19/1970,408431,
527,MASKED,MASKED,95765,CA,henry@gmail.com,09/19/1970,413000,
528,MASKED,MASKED,95815,CA,steve@outlook.com,09/19/1970,416767,
529,MASKED,MASKED,95762,CA,henry@gmail.com,09/19/1970,420000,
530,MASKED,MASKED,95630,CA,henry@gmail.com,09/19/1970,423000,
531,MASKED,MASKED,95682,CA,henry@gmail.com,09/19/1970,423000,
532,MASKED,MASKED,95814,CA,henry@gmail.com,09/19/1970,427500,
533,MASKED,MASKED,95765,CA,henry@gmail.com,09/19/1970,430922,
534,MASKED,MASKED,95758,CA,henry@gmail.com,09/19/1970,445000,
535,MASKED,MASKED,95757,CA,henry@gmail.com,09/19/1970,450000,
536,MASKED,MASKED,95834,CA,henry@gmail.com,09/19/1970,452000,
537,MASKED,MASKED,95661,CA,henry@gmail.com,09/19/1970,470000,
538,MASKED,MASKED,95762,CA,henry@gmail.com,09/19/1970,471000,
539,MASKED,MASKED,95662,CA,henry@gmail.com,09/19/1970,475000,
540,MASKED,MASKED,95758,CA,henry@gmail.com,09/19/1970,484500,
541,MASKED,MASKED,95762,CA,henry@gmail.com,09/19/1970,487500,
542,MASKED,MASKED,95677,CA,henry@gmail.com,09/19/1970,488750,
543,MASKED,MASKED,95630,CA,henry@gmail.com,09/19/1970,500000,
544,MASKED,MASKED,95663,CA,henry@gmail.com,09/19/1970,506688,
545,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,512000,
546,MASKED,MASKED,95747,CA,henry@gmail.com,09/19/1970,520000,
547,MASKED,MASKED,95670,CA,henry@gmail.com,09/19/1970,528000,
548,MASKED,MASKED,95693,CA,henry@gmail.com,09/19/1970,579093,
549,MASKED,MASKED,95630,CA,henry@gmail.com,09/19/1970,636000,
550,MASKED,MASKED,95608,CA,henry@gmail.com,09/19/1970,668365,
551,MASKED,MASKED,95746,CA,henry@gmail.com,09/19/1970,676200,
552,MASKED,MASKED,95667,CA,henry@gmail.com,09/19/1970,677048,
553,MASKED,MASKED,95693,CA,henry@gmail.com,09/19/1970,691659,
554,MASKED,MASKED,95746,CA,henry@gmail.com,09/19/1970,760000,
555,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
556,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
557,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
558,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
559,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
560,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
561,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
562,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
563,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
564,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
565,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
566,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
567,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
568,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
569,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
570,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
571,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
572,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
573,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
574,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
575,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
576,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
577,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
578,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
579,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
580,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
581,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
582,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
583,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
584,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
585,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
586,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
587,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
588,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
589,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
590,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
591,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
592,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
593,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
594,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
595,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
596,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
597,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
598,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
599,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
600,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
601,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
602,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
603,MASKED,MASKED,95648,CA,henry@gmail.com,09/19/1970,4897,
604,MASKED,MASKED,95621,CA,henry@gmail.com,03/14/1986,30000,
605,MASKED,MASKED,95673,CA,henry@gmail.com,03/14/1986,30000,
606,MASKED,MASKED,95823,CA,henry@gmail.com,03/14/1986,55422,
607,MASKED,MASKED,95660,CA,henry@gmail.com,03/14/1986,63000,
608,MASKED,MASKED,95815,CA,henry@gmail.com,03/14/1986,65000,
609,MASKED,MASKED,95838,CA,henry@gmail.com,03/14/1986,65000,
610,MASKED,MASKED,95817,CA,henry@gmail.com,03/14/1986,65000,
611,MASKED,MASKED,95822,CA,henry@gmail.com,03/14/1986,66500,
612,MASKED,MASKED,95838,CA,henry@gmail.com,03/14/1986,71000,
613,MASKED,MASKED,95824,CA,henry@gmail.com,03/14/1986,75000,
614,MASKED,MASKED,95823,CA,corbett@hotmail.com,03/14/1986,77000,
615,MASKED,MASKED,95815,CA,henry@gmail.com,03/14/1986,85000,
616,MASKED,MASKED,95823,CA,henry@gmail.com,03/14/1986,95625,
617,MASKED,MASKED,95815,CA,henry@gmail.com,03/14/1986,96140,
618,MASKED,MASKED,95822,CA,corbett@hotmail.com,03/14/1986,104250,
619,MASKED,MASKED,95842,CA,henry@gmail.com,03/14/1986,105000,
620,MASKED,MASKED,95822,CA,henry@gmail.com,03/14/1986,108000,
621,MASKED,MASKED,95838,CA,henry@gmail.com,03/14/1986,109000,
622,MASKED,MASKED,95670,CA,henry@gmail.com,03/14/1986,115000,
623,MASKED,MASKED,95835,CA,corbett@hotmail.com,03/14/1986,115000,
624,MASKED,MASKED,95827,CA,henry@gmail.com,03/14/1986,115500,
625,MASKED,MASKED,95838,CA,henry@gmail.com,03/14/1986,115620,
626,MASKED,MASKED,95670,CA,henry@gmail.com,03/14/1986,116000,
627,MASKED,MASKED,95822,CA,henry@gmail.com,03/14/1986,122000,
628,MASKED,MASKED,95822,CA,henry@gmail.com,03/14/1986,122500,
629,MASKED,MASKED,95823,CA,henry@gmail.com,03/14/1986,123000,
630,MASKED,MASKED,95838,CA,henry@gmail.com,03/14/1986,124000,
631,MASKED,MASKED,95842,CA,henry@gmail.com,03/14/1986,124000,
632,MASKED,MASKED,95660,CA,henry@gmail.com,03/14/1986,124413,
633,MASKED,MASKED,95822,CA,henry@gmail.com,03/14/1986,125000,
634,MASKED,MASKED,95828,CA,henry@gmail.com,03/14/1986,130000,
635,MASKED,MASKED,95660,CA,henry@gmail.com,03/14/1986,131750,
636,MASKED,MASKED,95838,CA,henry@gmail.com,03/14/1986,137721,
637,MASKED,MASKED,95833,CA,henry@gmail.com,03/14/1986,137760,
638,MASKED,MASKED,95823,CA,henry@gmail.com,03/14/1986,138000,
639,MASKED,MASKED,95821,CA,henry@gmail.com,03/14/1986,140000,
640,MASKED,MASKED,95824,CA,henry@gmail.com,03/14/1986,145000,
641,MASKED,MASKED,95828,CA,henry@gmail.com,03/14/1986,145000,
642,MASKED,MASKED,95823,CA,henry@gmail.com,03/14/1986,150000,
643,MASKED,MASKED,95827,CA,henry@gmail.com,03/14/1986,150000,
644,MASKED,MASKED,95828,CA,henry@gmail.com,03/14/1986,151000,
645,MASKED,MASKED,95842,CA,henry@gmail.com,03/14/1986,155000,
646,MASKED,MASKED,95621,CA,henry@gmail.com,03/14/1986,155800,
647,MASKED,MASKED,95826,CA,henry@gmail.com,03/14/1986,156142,
648,MASKED,MASKED,95828,CA,henry@gmail.com,03/14/1986,158000,
649,MASKED,MASKED,95828,CA,steve@outlook.com,03/14/1986,159900,
650,MASKED,MASKED,95610,CA,henry@gmail.com,03/14/1986,160000,
651,MASKED,MASKED,95843,CA,henry@gmail.com,03/14/1986,161500,
652,MASKED,MASKED,95826,CA,henry@gmail.com,03/14/1986,161600,
653,MASKED,MASKED,95632,CA,henry@gmail.com,03/14/1986,162000,
654,MASKED,MASKED,95828,CA,henry@gmail.com,03/14/1986,165000,
655,MASKED,MASKED,95828,CA,henry@gmail.com,03/14/1986,165000,
656,MASKED,MASKED,95758,CA,henry@gmail.com,03/14/1986,167293,
657,MASKED,MASKED,95842,CA,henry@gmail.com,03/14/1986,168000,
658,MASKED,MASKED,95823,CA,henry@gmail.com,03/14/1986,168000,
659,MASKED,MASKED,95843,CA,henry@gmail.com,03/14/1986,168750,
660,MASKED,MASKED,95826,CA,henry@gmail.com,03/14/1986,168750,
661,MASKED,MASKED,95621,CA,henry@gmail.com,03/14/1986,170000,
662,MASKED,MASKED,95828,CA,henry@gmail.com,03/14/1986,170250,
663,MASKED,MASKED,95823,CA,henry@gmail.com,03/14/1986,173000,
664,MASKED,MASKED,95726,CA,henry@gmail.com,03/14/1986,175000,
665,MASKED,MASKED,95826,CA,henry@gmail.com,03/14/1986,176095,
666,MASKED,MASKED,95835,CA,henry@gmail.com,03/14/1986,176250,
667,MASKED,MASKED,95621,CA,henry@gmail.com,03/14/1986,178000,
668,MASKED,MASKED,95823,CA,henry@gmail.com,03/14/1986,179000,
669,MASKED,MASKED,95670,CA,henry@gmail.com,03/14/1986,180000,
670,MASKED,MASKED,95838,CA,henry@gmail.com,03/14/1986,180000,
671,MASKED,MASKED,95678,CA,henry@gmail.com,03/14/1986,180000,
672,MASKED,MASKED,95823,CA,henry@gmail.com,03/14/1986,181000,
673,MASKED,MASKED,95673,CA,henry@gmail.com,03/14/1986,182000,
674,MASKED,MASKED,95678,CA,henry@gmail.com,03/14/1986,182587,
675,MASKED,MASKED,95822,CA,henry@gmail.com,03/14/1986,185074,
676,MASKED,MASKED,95829,CA,henry@gmail.com,03/14/1986,185833,
677,MASKED,MASKED,95826,CA,henry@gmail.com,03/14/1986,186785,
678,MASKED,MASKED,95832,CA,henry@gmail.com,03/14/1986,187000,
679,MASKED,MASKED,95833,CA,henry@gmail.com,03/14/1986,188335,
680,MASKED,MASKED,95758,CA,henry@gmail.com,03/14/1986,190000,
681,MASKED,MASKED,95838,CA,henry@gmail.com,03/14/1986,190000,
682,MASKED,MASKED,95827,CA,henry@gmail.com,03/14/1986,190000,
683,MASKED,MASKED,95661,CA,henry@gmail.com,03/14/1986,190000,
684,MASKED,MASKED,95823,CA,henry@gmail.com,03/14/1986,191250,
685,MASKED,MASKED,95670,CA,henry@gmail.com,03/14/1986,193000,
686,MASKED,MASKED,95823,CA,henry@gmail.com,03/14/1986,193500,
687,MASKED,MASKED,95631,CA,henry@gmail.com,03/14/1986,194818,
688,MASKED,MASKED,95842,CA,henry@gmail.com,03/14/1986,195000,
689,MASKED,MASKED,95610,CA,henry@gmail.com,03/14/1986,195000,
690,MASKED,MASKED,95682,CA,henry@gmail.com,03/14/1986,195000,
691,MASKED,MASKED,95821,CA,henry@gmail.com,03/14/1986,195000,
692,MASKED,MASKED,95820,CA,henry@gmail.com,03/14/1986,198000,
693,MASKED,MASKED,95833,CA,henry@gmail.com,03/14/1986,199900,
694,MASKED,MASKED,95628,CA,henry@gmail.com,03/14/1986,200000,
695,MASKED,MASKED,95608,CA,henry@gmail.com,03/14/1986,201000,
696,MASKED,MASKED,95758,CA,henry@gmail.com,03/14/1986,204918,
697,MASKED,MASKED,95843,CA,henry@gmail.com,03/14/1986,205000,
698,MASKED,MASKED,95623,CA,henry@gmail.com,03/14/1986,205000,
699,MASKED,MASKED,95838,CA,henry@gmail.com,03/14/1986,205878,
700,MASKED,MASKED,95832,CA,henry@gmail.com,03/14/1986,207000,
701,MASKED,MASKED,95843,CA,henry@gmail.com,03/14/1986,207744,
702,MASKED,MASKED,95835,CA,henry@gmail.com,03/14/1986,209000,
703,MASKED,MASKED,95834,CA,henry@gmail.com,03/14/1986,210000,
704,MASKED,MASKED,95835,CA,corbett@hotmail.com,03/14/1986,210944,
705,MASKED,MASKED,95678,CA,corbett@hotmail.com,03/14/1986,212500,
706,MASKED,MASKED,95758,CA,henry@gmail.com,03/14/1986,213750,
707,MASKED,MASKED,95758,CA,henry@gmail.com,03/14/1986,215000,
708,MASKED,MASKED,95682,CA,henry@gmail.com,03/14/1986,215000,
709,MASKED,MASKED,95661,CA,henry@gmail.com,03/14/1986,215000,
710,MASKED,MASKED,95619,CA,henry@gmail.com,03/14/1986,216033,
711,MASKED,MASKED,95825,CA,henry@gmail.com,03/14/1986,220000,
712,MASKED,MASKED,95817,CA,henry@gmail.com,03/14/1986,220000,
713,MASKED,MASKED,95818,CA,henry@gmail.com,03/14/1986,220000,
714,MASKED,MASKED,95621,CA,henry@gmail.com,03/14/1986,220000,
715,MASKED,MASKED,95757,CA,henry@gmail.com,03/14/1986,220000,
716,MASKED,MASKED,95608,CA,henry@gmail.com,03/14/1986,220702,
717,MASKED,MASKED,95825,CA,steve@outlook.com,03/14/1986,221250,
718,MASKED,MASKED,95758,CA,henry@gmail.com,03/14/1986,222000,
719,MASKED,MASKED,95757,CA,henry@gmail.com,03/14/1986,222500,
720,MASKED,MASKED,95624,CA,henry@gmail.com,03/14/1986,222750,
721,MASKED,MASKED,95834,CA,henry@gmail.com,03/14/1986,225000,
722,MASKED,MASKED,95838,CA,henry@gmail.com,03/14/1986,225000,
723,MASKED,MASKED,95829,CA,henry@gmail.com,03/14/1986,228750,
724,MASKED,MASKED,95624,CA,henry@gmail.com,03/14/1986,229000,
725,MASKED,MASKED,95677,CA,henry@gmail.com,03/14/1986,230095,
726,MASKED,MASKED,95834,CA,henry@gmail.com,03/14/1986,232500,
727,MASKED,MASKED,95670,CA,henry@gmail.com,03/14/1986,233000,
728,MASKED,MASKED,95624,CA,henry@gmail.com,03/14/1986,233500,
729,MASKED,MASKED,95835,CA,henry@gmail.com,03/14/1986,239000,
730,MASKED,MASKED,95843,CA,henry@gmail.com,03/14/1986,240000,
